,Title,Author,Fandoms,Required_tags,Datetime,Tags,ChatGPT_Tag,Summary,Language,Words,Chapters,Comments,Kudos,Bookmarks,Hits,Chapter_text
110,The dead night,LilBooshie,文豪ストレイドッグス | Bungou Stray Dogs,[],23 Mar 2023,"['No Archive Warnings Apply', 'Suehiro Tecchou (Bungou Stray Dogs)', 'Jouno Saigiku (Bungou Stray Dogs)', 'Ookura Teruko (Bungou Stray Dogs)', 'Blow Jobs', 'Car Sex', 'Sex in a Car', 'Sloppy Makeouts', 'Snowballing', 'Kissing', 'Making Out', 'Making Love', 'Top Suehiro Tecchou (Bungou Stray Dogs)', 'Bottom Jouno Saigiku (Bungou Stray Dogs)', 'Drabble', 'Short', 'Missionary Position', 'Come Swallowing']",No,Two impatient Hunting Dogs decide to have an intercourse behind the bush.,English,523,1/1,,6,1,72,"The night was as silent as the ocean's deep abyss. Parked by a building was a car. From outside, nothing could be heard except the muffled moans of Teccho on the front seat and a silhouette of him struggling and shivering could be seen through the window.
Teccho's face was burning red; his eyes were tightly shut. The blind soldier Saigiku, was hiding under the dashboard sucking the other's penis. They were getting impatient so they decided to pound inside Teccho's car. Well, it's late at night, who would even do this in the very late hour other than the Hunting Dogs ensemble?
""Jouno..."" Teccho called. He hoped that he would never get used to the feeling of Jouno's cold mouth on his penis. It was both enjoyable for them.
If Saigiku would dive down deeper, then he would presumingly cough. It was uncomfortable kneeling down under the driver's seat but having a penis in his mouth is distracting. He was licking, kissing and sucking away as Teccho moaned his name out.
Teccho let out a loud moan as Saigiku got his mouth filled with semen. The blind soldier stood up to straddle over the other's lap, opened his mouth and poured half of the semen on his mouth. He swallowed the rest of the half and began kissing him with heat. He felt his own buttocks get massaged by the other soldier.
""Jouno."" Teccho broke the kiss. ""Not here.""
""Huh?""
""If I make a stain here, they'll think that I made the stain. But I know where we can go."" He opened the door and got out of the car to hide behind a nearby bush.
They'd make out first by kissing each other's bodies and lips. They were both heated with passion as they were feeling impatient for making love. Soon, the dead night would be filled with two soldiers moaning, groaning, huffing and their skin slapping. Teccho was thrusting Saigiku on face-to-face. He was going a little harder than what he wanted but he loved Saigiku so much.
Saigiku's throat was in mild pain as he screamed Teccho's name. He knew once this is over, he will be in his bored state again. But for now, he will feel the absolute bliss in his body.
""Don't stop, Teccho.""
Teccho was thrusting Saigiku with full force, nibbling his shoulder as well.
""Teccho,"" Saigiku moaned as he felt his prostate gland being abused by the other soldier's penis. ""I-I'm gonna-"" he cried out as he ejaculated.
Teccho grunted as he ejaculated deep inside the blind soldier. He ejaculated so much it was leaking out of him and onto his legs.
Teccho pulled out and said,""Was that too much?""
""No… it's fine. I love it."" Saigiku replied.
The two of them kissed again and suddenly a tiny hand tugged the blind soldier's hair causing them to break the kiss and turn around. What popped through the bush was Teruko and her hand holding the flashlight. She was told to find the two missing soldiers and she did not expect them have an intercourse in the bush.
""Oh no! Not again!"" Teruko squealed."
111,Like a tattoo- SADE,i2ovecatsss,Voltron: Legendary Defender,[],23 Mar 2023,"['No Archive Warnings Apply', 'Lance (Voltron)', 'I Wrote This In School', 'idk what im writing', ""i just don't wanna work"", 'Lance (Voltron) is a Mess', 'Cuban Lance (Voltron)', 'Lance (Voltron) Angst']",No,Wrote this instead of doing work in school lol.I miss you like how the moon missed the ocean.,English,204,1/1,,,,5,"Lance felt the water as it kept driftin up to his feet. It had been a long time since he'd seen an ocean like this, and that place was on earth. However this time the water felt different. It looked the same as the water on earth, felt the same. But there was one difference, it wasn't home. He'd known that he was homesick, Everyone were.
As he looked down to his feet, he felt himself crying. Tears dropping to the ocean of this lonely planet. Was he selfish for wanting to leave everything he had here in space to go back home? To his ocean, not this copycat of an ocean. He wanted to feel the salty water that he used to swim in since a child. He even missed the sharks that used to hunt fishes there in the water that he were scared of. If only the ocean could tell him. His mother used to say that if don't know what to do, ask the ocean as it'll know exactly what to do.oh, how he missed his mother. he misses her hugs, her food and most of all, her voice. If only he could hear it again just once. Ihateschool"
112,Touchstarved,SeafoamGalaxy,The Legend of Zelda: Four Swords Adventures,[],23 Mar 2023,"['No Archive Warnings Apply', 'Vio Link', 'Shadow Link', 'Holding Hands', 'Touch-Starved', 'Self-Hatred', 'Emotional Manipulation']",No,"After pretending to join his side, Vio uses Shadow’s secret desires against him.",English,779,1/1,,4,,7,"It had stood out to Vio almost immediately. From the moment he pretended to defect to Shadow’s side, he seemed to hang around him like he was reluctant to let him out of his sight. It could have simply been the fact that Shadow trusted no one and wanted to keep an eye on him, but his actions seemed to hint at another reason. As did the constant casual touches; on his arms, his shoulders, pale fingers constantly reaching out to make contact with clothing but never skin.It reminded Vio somewhat of Red, but if he had been trying to hold back. Or maybe Blue if he needed to touch the others but couldn’t bring himself to do it properly. It was then that he realized how badly Shadow craved contact but feared it at the same time.That evening, looking out over Death Mountain together, Vio had taken his chance to test his theory. His hand surreptitiously brushed against Shadow’s as he leaned against the window ledge, gazing out over their domain. He pretended not to notice the way Shadow flinched back, recoiling from him as though the contact burned, only to carefully replace his hand in almost the same spot like he was hoping Vio would do it again.It was late that night, exhausted and shaken from the destruction he had watched befall the forests and villages under Shadow’s command, when Vio decided to act. Horrified though he was about his dark counterpart’s disregard for life, he knew there was more to Shadow than his thirst for destruction. He was a part of the heroes too. He was already letting down his guard; targeting an obvious weak point and using it to confuse and distract him would absolutely shatter his defenses, giving Vio the chance he needed to do what he had to do.He wondered if he was more disgusted with Shadow or with himself.“That was fun,” Shadow commented with a grin, stretching both arms over his head as he straightened up on the dragon’s back. He leaped, landing almost soundlessly on the balcony beside which the beast was hovering. “Still, we can’t destroy everything too fast. What’s the point of ruling if there’s nobody left to fear you?”“That’s a good point,” Vio responded, positioning his feet carefully on the beast’s back as he prepared to jump. He cleared the gap easily and landed beside Shadow, stumbling at the impact. In an instant his hand had come up and grasped hold of Shadow’s.Shadow stiffened immediately as Vio regained his balance and straightened up. He glanced briefly at their joined hands as though surprised, then at Shadow’s face. “Sorry.” Carefully he relaxed his grip but didn’t withdraw, watching intently for any sign he might have pushed too far and lost his chance.Shadow’s fingers tightened around his, sharpened nails pressing into skin.Vio let his eyes drift to their hands again before he spoke abruptly. “Shadow, I wanted to say thank you. Without you I never would have realized my true potential. I feel like you’re the only one I can call a friend.”“A friend?” Shadow repeated, still looking thoroughly distracted by the hand in his own.“Yes. I’m glad we can rely on each other.” He brought up his other hand, briefly clasping Shadow’s between both of his own, before letting go. Pointed fingernails scraped pleadingly against the back of his hand as he let it drop and began to walk away into the tower.“Wait.”A flicker of a smile crossed his face briefly before he turned, raising an eyebrow. Shadow caught up, fingers hovering uncertainly over Vio’s hand for a moment before he slipped his hand into his light counterpart’s again. “Me too. I mean, I’m glad you came to your senses. I didn’t want to have to kill you too.”His breathing was shallow as he held on tightly, standing closer to Vio than he had all night. The purple-clothed Hylian raised his other eyebrow. “Are you all right?”“… Mm.” Tentatively Shadow leaned against his side. They stayed like that for a moment before he abruptly seemed to pull himself together and let go, taking a step back. “I’m tired. We may as well get some rest if we’re going to be finishing off those other two heroes tomorrow.”Vio caught a glimpse of the moisture clinging to Shadow’s eyelashes as he spun away. He strode quickly into the tower and Vio followed, knowing that he would be left alone for the rest of the night. All of the pieces were now in place for the final part of his plan.And he hated himself for it."
113,Chill,ImInTrauma (WritingToCureMyLoneliness),Stray Kids (Band),[],23 Mar 2023,"['No Archive Warnings Apply', 'Kim Seungmin (Stray Kids)', 'Lee Minho | Lee Know', 'Canon Compliant', 'JUST', 'Fluff', ""They're Disgusting And In Love"", 'Banter', 'kithes', 'thas about it byeee', 'Drabble']",No,"A post on bubble reminds Seungmin of Minho's forgotten promise. It irks him, just a little.",English,783,1/1,6,31,6,119,"|Seungmin-ah, do you want to go on a date with me or with Minho? |

 

 

Seungmin has to blink a few times as he processes the question, a niggling feeling at the back of his mind telling him that he’s forgetting something. 
 

He looks up from his phone and his eyes land on Minho who’s slumped on the opposite end of the couch. He's engrossed in his phone, probably watching cute cat videos on YTShorts, eyes drooping from listlessness. 
 

Seungmin kicks his shin. 
 

“OW! What the fuck?!” he jumps, jolting up to sit straight. He levels Seungmin with a glare that promises generations of pain and suffering, his anger exuding from him in waves. “

Seungmin-ah. 

Do you wanna 

die?” 

he asks, a cloying smile on his face despite the venom in his tone. 
 

Seungmin mirrors his expression, eyes narrowing into slits and lips pulled in a taut arch, and immediately Minho’s fury falters. “

Minho-yah. 

Do 

you 

wanna die?” 
 

His boyfriend looks puzzled now, lips pulled in a confused pout. “What?” 
 

Seungmin sighs, exasperated and frankly, 

offended. 

Their rare off day in literal ages and his dumbass boyfriend doesn’t even remember his own promises. He looks back to his phone and decides to react to the question on bubble with an angry emoji before turning it off and shifting on the couch. He disentangles his legs from Minho’s, the man still regarding him with a wary glare, and crawls over to him until he’s straddling him, pinning the other down into the couch. Minho's hands shot up to grab his waist on reflex. 
 

Seungmin leans down until his lips are practically touching Minho’s reddening ears and speaks with an exhale. “You’re forgetting something, 

baby.” 

He enunciates the nickname on purpose—knows it’ll get on Minho’s nerves since he hates being called sappy terms of endearment. 
 

“And what exactly am I forgetting, 

jagi?” 

 

He’s also very aware of how Seungmin hates the same thing. 
 

Two can play that game. 
 

“

Yeobo,” 

Seungmin whines, collapsing on top of Minho and smushing against him. He can practically hear the eye-roll in his sigh. “You promised me a date.” he speaks into his collarbone, melting into the arms Minho wrapped around his middle. 
 

“That’s it?” 
 

Seungmin pulls back with a scandalized gasp and pinches Minho’s arm when he doesn’t even attempt to bite back his laughter. 
 

“That’s 

it?! 

Fuck it, I'm filing for a divorce.” 
 

Minho throws his head back on unhinged cackles and tightens his hold on Seungmin. “We’d need to be married first, Seungmo.”
 

Seungmin glares. “We’ll get married and then divorce right after.” 
 

Minho gasps, dramatic and cheesy, with a hand on his mouth and everything. “Are you 

proposing 

right now?” His eyes are wide and glittering, the embodiment of awestruck and over-the-top joy. Before Seungmin can rebut, however, his face drops into a blank stare. “Cause my answer is no.” 
 

“Fuck you-” Seungmin pinches both Minho’s cheeks, pulling them hard enough that he knows it hurts as he laughs at Minho’s ear-piercing banshee screeches. 
 

“

Kim Seungmin.” 

Minho grits, words garbled from Seungmin’s juvenile assault. He deliberately squeezes Seungmin’s ass in retaliation, though all that achieves is making Seungmin regard him with a self-satisfied smirk. 
 

“Yah, you tryna distract me with sex? Not happening 

jagi, 

we’re going on that date.” 
 

“Ugh,” Minho groans, imbued with all the misery and suffering he endures in the hands of his cruel boyfriend. “I hate you.”
 

Seungmin chuckles, cupping both of Minho’s cheeks as he leans his face closer. “And now you’re gonna have to pay for everything, hyungie.” 
 

“Oh 

please

, as if I don’t do that already.” he grumbles.
 

“Hmm~ I love you.” He pecks him on the lips, pulling back with a soft grin. 
 

“You suck.” Minho says, opening his eyes and frowning at his boyfriend. 
 

“How very mature you are, my boyfriend who’s two whole centuries older than I am.” 
 

“Yah!” Minho swiftly flips their positions, tackling Seungmin onto the couch and weighing down on him. Seungmin squirms under him, complaining about how he can’t breathe. “I’ll dropkick you into the 24
th
 century and then we’ll see who’s old.” 
 

“You can do whatever you want after our 

date.” 

Seungmin smirks at him.
 

“Ugh, fine, I expect you to be ready in fifteen minutes.” Minho relents, head lolling and nose brushing against Seungmin’s. Seungmin loops his arms around his neck and pulls him into a deep kiss. 
 

“Where’re we going?” he asks once they separate. 
 

“It’s a surprise.” Minho grins, giving him one last peck before taking off towards his room. 
 

Seungmin follows, anticipation bubbling in his belly. He thinks of the bubble post and mentally thanks the OP for unintentionally reminding him of their date."
114,I'm a damsel I'm in distress,MarimenCarmen2,Maya y los tres | Maya and the Three (Cartoon),[],23 Mar 2023,"['Creator Chose Not To Use Archive Warnings', 'Princess Maya (Maya and the Three)', 'Zatz (Maya and the Three)', 'Rico (Maya and the Three)', 'Hercules (1997) References', 'Humor']",No,Maya saved herself from a monster,English,223,1/1,,,,2,"Zatz hears a screamZatz grabs Rico's hand and pulls him""What was that!""""I don't know ow It sounds like a damsel in distress""Rico said ""Zatz I don't think""Zatz and Rico teleported to the riverThey sees Maya running away from a monsterMaya said ""Stop following me or I'm gonna-!""Maya slaps a monster in the face""Ooh I like them spicy!""Zatz growled and clears his throatZatz began to whistleA monster said ""What's going on!? Who's there!""Suddenly Maya kicks a monster in the groinA monster screamedZatz runned to Maya""Excuse me are you the damsel of distress""Maya glared at ZatzRico said ""Uh-oh?""Maya said ""I'm a damsel I'm in distress have a nice day""A monster growled and roarsA monster was about to fight but Maya dodged him and punched him in the faceZatz's jaw droppedRico closes Zatz's jawSkeletal arms grabs a monster and spins himSkeletal arms throws a monster into the waterZatz said ""That was....AWESOME!!""Maya sees ZatzZatz said ""That was fantastic maybe you can handle it by yourself only girls can't-""Maya said ""I'm Maya my friends call me the Tough one""Zatz takes a deep breath ""Hi I'm Zatz and this is my coach Rico""Rico said ""Hi""The End"
115,"Wherever the sun rises, I've not a care. I want to be with you.",Kunikida,プロジェクトセカイ カラフルステージ！| Project SEKAI COLORFUL STAGE! (Video Game),[],23 Mar 2023,"['Creator Chose Not To Use Archive Warnings', 'Aoyagi Touya', 'Shinonome Akito', 'Fluff', 'Domestic Fluff', 'Married Couple', 'Tooth-Rotting Fluff', 'Literal Sleeping Together', 'Cuddling & Snuggling', 'Vbs is in?? Indefinite hiatus for this but its not in a bad way', 'Poetic', 'Not Beta Read', 'Toya loves his partner']",No,"I want to hold the sun in my hands
 
And tell it a thousand times over, I Love You.
 ORJust tooth rotting fluff of the domestic life of married Akitoya. Toya LOVES HIS HUSBAND !!!!!",English,701,1/1,1,15,,67,"Toya adores his partner.It wasn't an uncommon thought before they'd started dating and it certainly isn't now.He adores him on lazy mornings where he'd wake up before Akito did, he'd bask in the small slits of warm sun peeking through their blinds and sigh softly as he traced imaginary patterns across the others back.He adores him in the moments after when he'd his teeth by his side, eyes still half-lidded with the curse of sleep, hair a tangled mess of a cozy night snuggled against his lover.He adores him in the kitchen where he becomes a bit bossy to be entirely honest. The way he'd watch quietly, his hands tensing as he tried to resist before lightly pushing the other boy away from the stove top, brows knitted in concentration as he focused on cooking breakfast despite whining that he had been too tired mere moments before.He adores him at the dining table where he'd messily stuff his face full of whatever meal they decided to have and Toya would have to reach over and gently dab off any leftover food that scattered over his lips. It's a habit he's embarrassed about but Toya loves him nonetheless.He adores him even when he whined when Toya announces he has to leave for work, making the face of a kicked puppy as if he wouldn't return like he does every day.He adores the way he asked ""Aren't you forgetting something?"" only for Toya to swivel around and give him a kiss on his perfect nose, soft cheeks, and lips. The way he still got flustered after all these years and muttered a soft, ""I-I meant your keys…""He adores the way he'd always left little text messages every few hours while he waited for him to get home. Small messages reminding him to eat or just life updates about how he'd fallen over while walking or what he'd heard latest from Ena's art career.He adores the way he'd try to be subtle, (but always fail under Toya's observant view,) to act like he didn't perk up like a dog at the sound of his partner coming home. The way he'd softly ask ""How was work?"" Always prepared with a response that'd make him feel whole and comforted whether it was a good or bad day.He adores how he'd still sing as he cooked dinner, body swaying to his own beat. It'd been long since they'd surpassed RAD WEEKEND, but that didn't mean he or their friends had stopped music at all. It just happened to take a backseat for the moment as other details of life took priority. And yet, it still seeped out of every part of Akito.He adores how they'd get ready for bed together, taking a show before. He'd run his hands through Akito's hair with a content smile, eyes softening with pure, unabashed love for the man before him, fingers working against his scalp and between ginger locks in gentle strokes.He adores the night sky as it casts over them while he dragged Akito to bed with him, even as he complained he's not tired. He was starkly aware of his partner's struggle with insomnia, but he didn't mind. He was here to help, and to love, and to forever cherish every aspect of Akito that said man couldn't about himself.He adores the slow heartbeat as he laid against Akito's chest like a loving rhythm that lulled him into a comfortable sleep knowing the one who kept him safe and warm would always be by his side.He adores that, despite how grumpy he can seem on the outside, he pressed a kiss to his temple so delicately as if he'd break apart like glass. It was a gesture of so much care and unspoken words of needing to protect one another.And as he falls asleep, he adores how they will do it all again tomorrow. He will continue to cherish and love the partner that he was given because Akito is nothing but pure love itself.
I want to hold the sun in my hands

And tell it a thousand times over, I Love You."
116,Doffing His Armor,dragoneye824,"Shadow and Bone (TV), Six of Crows Series - Leigh Bardugo, The Grisha Trilogy - Leigh Bardugo",[],23 Mar 2023,"['Creator Chose Not To Use Archive Warnings', 'Kaz Brekker', 'Inej Ghafa', 'Post-Traumatic Stress Disorder - PTSD', 'Kaz Brekker Without Gloves', 'Gloves', 'Canon Compliant', 'Kaz overcoming his demons', 'Post-Book 2: Crooked Kingdom', 'POV Kaz Brekker', 'Touch-Averse Kaz Brekker', 'Kaz Brekker Has PTSD', 'Kaz Brekker is Trying']",No,Kaz reflects on his talks with Inej after taking down Pekka.,English,701,1/1,,3,,80,"He had decided it the first night after the Van Eck job was done. Alone in his room in the top of the Slat he sat with a bottle of brandy. He could master this, if for no reason other than for her. “I will have you without your armor Kaz Brekker or I will not have you at all” those were the words she had said to him aboard the Ferolind. He wanted her, and she wanted him but only without his armor. He could do that. He took off his gloves and tossed them on the desk. He could best this. He remembered the last time he had tried. He felt a wave of sickness run through him as the memory of Beni’s flesh passed through his mind, then Jordie’s, bloated, greying, and cold. So cold. The water was rising around him. He grabbed for his cane. The familiar weight a reassurance. He took a swig of brandy. It made him feel warm. He took another swig. He thought of those stolen minutes in the bathroom of the Geldrenner. The look on Inej’s face as he had said those awful things when he had recoiled, overcome by this sickness and his hate. What if he couldn’t do this, he was going to fail her. He felt the waters rising around his legs. He growled and took another swig of brandy. He wouldn’t fail. He had never failed. Not in the Ice Court job, not in taking down Van Eck, and not in taking down Pekka Rollins. The water was cold around his leg and all he could see was the cold empty look in Jordie’s eyes. But he had earned his revenge for Jordie. He braced himself on his cane, he thought of Pekka bent on his knees in front of his crew begging Kaz. And it made the memory of Jordie’s gaze easier. I brought you vengeance brother. But the water did not recede. Kaz was no longer drowning but he could not pull away. He took another swig of brandy desperate to feel warm. He turned and stared at his windowsill, the one Inej used to sit on and feed crows from. He was going to miss that. Then suddenly the memory that came to him as the baleen had run out returned to him now, Inej's on that very sill feeding the crows  “You shouldn’t make friends with crows,” he’d told her. “Why not?” she had asked. “They don’t have any manners.” He had said, it wasn’t very funny but she had laughed, that beautiful sound reverberated through his mind and then the water receded. His knuckles were white on his cane and he was sweaty but he was in his room in the Slat. He had done it, he had faced the memory and didn’t flinch. It wasn’t nearly the same as feeling skin but it was a first step. He could do this. For her and with her.He’d continued trying to practice not wearing his gloves around the Slat, it’s the only place he felt comfortable enough doing it, and besides that way there would be no hit to the rumors about his hands. He started simple, dealing one night at cards, gloves off. When he had come down with them in his pocket and not on everyone had stared but no one had said a word. They were happy to have him play cards with him, and no one tried to touch him. The second time he did it Anika’s hand had touched his as he reached to take her cards. He had to bite down on his tongue to stop the tremor from visibly running through his body and he felt the water around his legs as he sat around the table, all the noises becoming muddled and deafened. “It’s not easy for me either” that’s what she’d said. He thought of her, and the water receded some. He had turned in after that hand, and if anyone noticed anything they didn’t say. He slept that night with his gloves on. But each day for the next week he spent some time with his gloves off in the presence of others."
117,Forbidden Grief,kneelingprincess,原神 | Genshin Impact (Video Game),[],23 Mar 2023,"['Creator Chose Not To Use Archive Warnings', 'Ying | Lumine (Genshin Impact)', 'Paimon (Genshin Impact)', 'Dunyarzad (Genshin Impact)', 'Dehya (Genshin Impact)', 'Cyno (Genshin Impact)', 'Alhaitham (Genshin Impact)', 'Nahida (Genshin Impact)', 'Rukkhadevata (Genshin Impact)', 'Kong | Aether (Genshin Impact)', 'Grief/Mourning', 'Depression', 'Loneliness', 'Angst', 'Spoilers', 'spoilers for chapter III act V', 'dealing with death', 'Ying | Lumine Needs a Hug (Genshin Impact)', 'why is everybody not angry song vibes', 'might turn this into something bigger', 'drabble for now', 'no beta we die like men']",No,A little drabble inspired by the moment at the celebration feast when Lumine realises she is the only one who can remember the Greater Lord Rukkhadevata and is forced to suffer in silence.,English,965,1/1,,6,1,44,"A Toast to Victory.It didn’t really hit her until that moment.Surrounded by heroes, her world began to crack as her new friends laughed and basked in the glory of their shared accomplishments. The feast before them was in full swing, everyone sat leisurely around the stage while they celebrated the successful rescue of Lesser Lord Kusanali, the reinstatement of General Mahamatra, and the overthrow of the sages.A sharp pain pierced within her chest, like a spear that lay dormant had just solidified inside of her lungs. Lumine inhaled sharply, only loud enough for her fairy friend to notice and tilt her head in concern. The traveller nodded numbly as she let Paimon believe that the remedy for this sudden change was more delicious food. Her little friend floated away to select the most mouth-watering morsels to bring back to her travelling partner.Lumine let her gaze sweep the room as the pain in her chest grew into a throbbing ache and bloated into her stomach. Her initial response was to find someone who could understand, someone to reach out to and have her fears squashed, but as she looked over her friends – Paimon, Dunyarzad, Dehya, Nilou, Cyno, Alhaitham – that pain inside her turned black and began to drag talons along her ribcage.The grief of watching the world around her go on as if Greater Lord Rukkhadevata never existed would not have been as horrendous if she could open up and share this pain, address it and discuss it with someone. If they could just hear her recount of what happened, whether they thought her insane or took her story into consideration, would at the very least satisfy the sorrow of losing yet another person on her travels. It would stop the growing beast within her from tearing at her heart, and if she acted quick enough then maybe it would be vanquished all together before it utterly consumed her.She felt the monster within her seep into her throat and her eyes unfocused to the space in front of her. Even Lesser Lord Kusanali – Nahdia, so full of curiosity and wisdom – was someone she could not confide this truth in. They had fought so hard to rid the world of the infection of Forbidden Knowledge, surely if Lumine were to voice the truth it would just bring the poison back to Irminsul again and the Greater Lord’s sacrifice would have been for nought.The taste of blood drifted to her attention and Lumine realised she had been biting the inside of her mouth below her lip. She let her tongue run over the wound as she was pulled out of her spiralling and her resolve began to form.Her golden gaze, now dripping with sorrow, returned to caress the sight of her friends again. They were happy. Merriment and a lazy, relaxed kind of joy fizzed in the air like a blanket of warmth that she could no longer take comfort in. The reality of her situation caressed her mind like a cruel lover making her watch as the beast within her chest dulled its claws but refused to let go, settling into its new nest to stay.Memories of all the times she had felt content along her travels, the kind of happiness that had made her feel like she had a home among her friends, began to be tainted as they replayed in her mind. The wicked voice in her ear breathed taunts of how utterly naïve and stupid she had been to believe that those moments were hers to cherish. The moments themselves had been the ones to own her – had been the ones to sweetly pull her away from the very reason she was travelling across this world in the first place. The voice laughed at her and forced her to watch as each memory was polluted and shattered under this new perspective.Lumine’s reality changed before her very eyes and the monster in her chest purred at the bitterness that swam in her head.With one last glance around the room, the smiles of her friends being cemented to a new bittersweet meaning, she turned her back to the group and slipped away from the stage like an unnoticed shadow. Her ultimate goal of finding her sibling was her main focus once again, as it should have been the entire time.The heels on her boots clicked softly as her feet met the pavement outside of the Grand Bazaar. Gripping the strap of her backpack tighter, the traveller made her way towards the Sanctuary of Surasthana to seek the next clue of her brother’s whereabouts with new determination. His memory now held the promise of comfort from the beast within her – surely she would be able to spill all her pains and troubles to him and then she would be rid of this creature under her skin.A tear slipped down her stone-cold expression as she glanced back at the now closed door behind her. From now on, she would distance herself from those she couldn’t risk tainting with the Forbidden Knowledge – from those she believed she couldn’t open up to ever again.Whether it was the monster in her chest, the poisonous voice in her ear or her new resolve itself, a decision was made; her travels would now be ones of solitude as the risks and potential distractions would only be her downfall.She must find her brother and until then – until they could leave this world – she would be on her own. Perhaps this world would forget her just the same as the once celebrated Lord of Sumeru. Lumine, the revered traveller, would either become nothing but a legend or one who never existed at all. Either way, it was time to go."
118,Bouquet Of Carnations,Soffya,Naruto,[],23 Mar 2023,"['No Archive Warnings Apply', 'Uchiha Sasuke', 'Haruno Sakura', 'Yamanaka Ino']",No,"“Sasuke-kun, can I help you ?” Ino asked.Sasuke turned slightly towards her. She could not see the expression on his face but she knew he was embarrassed. He was not the sort to walk into a flower shop and as far as she could remember, he had never bought flowers.",English,419,1/1,,9,1,75,"Ino came out of the storeroom when she heard the bell on her shop door ring. There had been a new delivery of flowers a few minutes ago and she had to prepare and arrange them for an order. She opened her eyes wide when she saw who this new client was. She never thought she would ever see him in her shop.“Sasuke-kun, can I help you ?”Sasuke turned slightly towards her. She could not see the expression on his face but she knew he was embarrassed. He was not the sort to walk into a flower shop and as far as she could remember, he had never bought flowers. Even if when she was a genin, she would have done anything to see him in her family store. She could not help smiling as she thought back to that time. Things had changed a lot.“I wanted to give Sakura a present. I thought flowers would be a good idea.”He blushed slightly. Ino thought it was sweet of him to want to please Sakura. She deserved to be happy with the man she loved. It had been two months since Sasuke had returned to Konoha. Even if Ino had initially been worried that Sakura would suffer once again because of him, she could see how happy they were together. She was reassured to see them like this.“Do you know what you could offer her ?”Sasuke looked at the flowers carefully. He stopped in front of carnations.“I'll take carnations.”Ino frowned. It was not Sakura's favorite flowers.“Are you sure ?”He nodded.“She had a bunch of carnations at her apartment when I came back. And when we went on a mission, when we were genin, she picked some on the way back.”He smiled slightly. Ino was surprised to see that he remembered a small detail that had taken place many years ago. She knew he had not been wrong. He had chosen with his heart. She took the carnations, prepared them and arranged them in a bouquet. She mixed them with other flowers to give harmony to the bouquet, while asking Sasuke's opinion. He paid and left the store.The next day, Ino went to Sakura's for lunch. She saw the flowers Sasuke had bought in a vase.“Nice bouquet,” Ino said.Sakura blushed and smiled.“Sasuke-kun gave them to me.”She approached and sniffed the flowers. Ino was reassured for her friend. She finally got the happy ending she deserved. 

The end"
119,【Cryptson】Aroma of coffee,luoqinghe,Apex Legends (Video Games),[],23 Mar 2023,"['No Archive Warnings Apply', 'Crypto | Park Tae Joon', 'Wattson | Natalie Paquette']",No,cohabitation morning,English,297,1/1,,,,0,"Natalie stood in front of the coffee machine, humming as she waited for the machine to squeeze the liquid out. The mellow smell is always refreshing. She rocked the cup to let the milk be steamed into fine milk froth, and then covered it on the coffee. She held the cup up to the tip of her nose, took a deep breath, and showed a satisfied smile on her face.She wanted to make another cup for her lover. Her soft blonde hair slipped from her temples, and she raised her hand to comb the hair behind her ears.At this moment, Crypto came over. He leaned against the door frame and saw that the apron outlined Wattson's waistline in a perfect arc —she always wears insulating clothing, so he rarely has the opportunity to appreciate her excellent figure.Crypto took a few steps forward, hugged Wattson from behind, and put his arms around her waist casually. Wattson turned half a circle in his arms, raised her head to kiss his cheek.“Natalie，I am starving.Do you have to do it now？”“Taejoon——”Wattson pushed Park Tae-joon to sit on the chair, stepped on it, and lay on him, with her soft breast squeezed on his chest. Crypto could only hold Wattson's thigh and hug her up.Natalie is always lively and active in sex. In many cases, she wants to have some very close contact with her boyfriend - for example now.Wattson stroked the metal around Crypto's eyes and looked at the eyes blinking slowly. She lowered her head to close to Crypto's chin skin and metal link, stretched out her tongue to lick the crack, then found his lips,given it a gentle touch.The same aroma of coffee was tasted in their mouths."
